,X,steering_angles,travelled_dist,y
542,"['CH3_001_output/center/1479423549314804711.jpg', 'CH3_001_output/center/1479423549514432167.jpg', 'CH3_001_output/center/1479423549764482630.jpg']","[0.0123308358097, 0.0009180004785980001, -0.005189906562619999, -0.00441849148501, 0.00169579039748, 0.00336540354084, 0.0120832779839, 0.0190333670526, 0.024352885822400003, 0.038050299542199996, 0.0572146197206, 0.0721253019061, 0.07853981852530001, 0.0770142307881, 0.0599316948397, 0.028224896504900003, -0.00764386900851, -0.026906126385, -0.026065233358, -0.0219703127275, -0.0209439508617, -0.0209439508617, -0.0176337369788, -0.010145923445100001, 0.0011716423390899999]","[0.0, 3.734546349683141, 7.632104558720572, 8.716152400150946, 9.140800397791581, 9.937081052190484, 11.021073939545225, 11.817429199064229, 12.613709735573352, 13.525426076994462, 14.070757963605319, 15.001409614007986, 15.924917660492412, 16.721272686003775, 17.805265337495687, 18.35371284595159, 18.88943161830206, 19.973424182883555, 20.76970431205917, 21.693497381472223, 22.6239336707482, 23.177330999984207, 24.084469918930314, 24.88082453844133, 25.677104434284562, 26.76115163243575, 27.55743144277649]","[142, 141, 140, 140, 141, 141, 142, 143, 143, 145, 147, 148, 149, 149, 147, 144, 140, 138, 138, 139, 139, 139, 139, 140, 141]"
543,"['CH3_001_output/center/1479423551614817761.jpg', 'CH3_001_output/center/1479423551814883158.jpg', 'CH3_001_output/center/1479423552014821148.jpg']","[0.0308772837705, 0.0282631477219, 0.0279252678156, 0.026179939508400002, 0.021676550046099998, 0.0174532923847, 0.015197905113899998, 0.012585603556600001, 0.0104719754308, 0.0104719754308, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.006565028335590001, 0.00523598771542, 0.00482849715455, 0.00349065847695, 0.00174532923847]","[0.0, 3.525975748440763, 7.286591914501054, 8.082945513214009, 9.007356275190038, 9.532287707207024, 10.328566497188916, 11.412612882172654, 12.208891588122576, 13.292937908884529, 14.089216526294862, 15.17320791379008, 15.969561134513413, 16.621344103213296, 17.538305270589106, 18.334658374370218, 19.418649613471946, 20.214927937702026, 21.298965259631643, 22.095243495413825, 23.179234606392612, 23.975587447910687, 24.91188572251684, 25.420234988350398, 26.38009980163766, 27.27569095730435, 28.071968901759345]","[144, 144, 144, 144, 143, 143, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 141, 141, 141, 141]"
544,"['CH3_001_output/center/1479423553765185524.jpg', 'CH3_001_output/center/1479423553965286988.jpg', 'CH3_001_output/center/1479423554165399299.jpg']","[-0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0209439508617, -0.0209439508617, -0.0209439508617, -0.0209439508617, -0.0209439508617, -0.0198592606152, -0.0115698944551, 0.000411729094418, 0.0106633937467, 0.012217304669299999, 0.00854611719038, 0.004886859327939999, 0.00349065847695, 0.00349065847695, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 3.760685097473817, 7.124103216077493, 8.002305906180087, 9.048942716720884, 9.871948429654338, 10.66830007677987, 11.75229024545365, 12.548641805161425, 13.632631912062045, 14.057279909038845, 15.141269948536882, 15.937621333667659, 17.021611309751226, 17.817887914045777, 18.901932695010668, 19.698209214230634, 20.78225392963934, 21.578530361225788, 22.662520145041942, 23.087168144705334, 24.171212732465236, 24.96748898828154, 26.051533512290604, 26.84780374278567, 27.931793334810706, 28.72814410787622]","[139, 139, 139, 139, 139, 139, 139, 139, 139, 140, 141, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
545,"['CH3_001_output/center/1479423555915511484.jpg', 'CH3_001_output/center/1479423556115594827.jpg', 'CH3_001_output/center/1479423556315561071.jpg']","[0.00523598771542, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.0035345265561000003, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0027527253324800003, 0.000138885438424, -0.0024652675074299996, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695]","[0.0, 3.7606038635818897, 7.0895382079029226, 8.173527115324532, 8.969802264406704, 10.053837254374299, 11.054742139250516, 11.914157701067277, 12.89891197555561, 13.772080378013115, 14.856123916551525, 15.485422477881002, 16.360096646348275, 17.156371386210495, 18.240414798273516, 19.036689452189886, 20.120732798900338, 20.917007366003364, 22.0009957785626, 22.797344949551047, 23.881333300000268, 24.677682383795954, 25.761670669502312, 26.18631866900206, 27.270306888698304, 28.06665579966284, 29.150643957034784]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141]"
546,"['CH3_001_output/center/1479423558015831326.jpg', 'CH3_001_output/center/1479423558216039275.jpg', 'CH3_001_output/center/1479423558415960663.jpg']","[0.00174532923847, 0.00292341755241, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.008726646192370001, 0.008726646192370001]","[0.0, 3.7605973961213626, 7.409639099600037, 8.269834676833455, 9.066107960587676, 10.150150303620931, 10.946423500618714, 12.030465777490981, 12.826738885991457, 13.910726229490695, 14.707073943395105, 15.79105250338223, 16.5873254387585, 17.436621434436024, 18.2329689734883, 19.31695612486709, 20.11330357785914, 21.197290665961898, 22.223208404244808, 23.06224144113847, 24.093307385675473, 24.928297315949674, 26.012284231551885, 26.8085566734362, 27.657852670435364, 28.454199714727547, 29.538186501166443]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
547,"['CH3_001_output/center/1479423560116314205.jpg', 'CH3_001_output/center/1479423560316475428.jpg', 'CH3_001_output/center/1479423560518533849.jpg']","[0.00349065847695, 0.00174532923847, 0.0005857364509839999, -0.00028372665776999997, -0.00174532923847, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00135994012748, 0.0050696377595899995, 0.016607912669, 0.0273900980244, 0.0298785271893, 0.0314159281552, 0.027757547438599997, 0.027215781865500003, 0.029670597985400005, 0.0279252678156, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.0251407589433, 0.022549301694900003, 0.019917836521]","[0.0, 3.760571176185767, 7.478968553380565, 7.909407654589051, 8.993393799672793, 9.789739881755434, 10.87372596282325, 11.669997267329101, 12.754038152863352, 13.550309369993958, 14.634350193137822, 15.430621320309116, 16.279917317006863, 17.07618835939233, 18.160229051581787, 18.956500005245267, 20.040540633566472, 20.836811501263284, 21.920788476768045, 22.717133948068064, 23.56642994350211, 24.362700633471295, 25.44674107203908, 26.24301167457837, 27.05498708240413, 28.11664204095387, 28.9239727064649]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 143, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 143, 143, 143]"
548,"['CH3_001_output/center/1479423562216789911.jpg', 'CH3_001_output/center/1479423562416774842.jpg', 'CH3_001_output/center/1479423562616906580.jpg']","[0.0104719754308, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0104719754308, 0.008746235802049999, 0.008726646192370001, 0.008726646192370001, 0.011446448327799999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.008804973380290002, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.011239544861399999, 0.013848785288299999, 0.0172213701925, 0.022768740742000002, 0.026179939508400002]","[0.0, 3.5202314821529623, 7.280841935562279, 7.716494305641426, 8.742852769182674, 9.539122354910901, 10.623161977065228, 11.419431476182899, 12.503416166303476, 13.299760267348372, 14.383744895203801, 15.18008890861246, 15.937613648449108, 16.786381948306584, 17.610603618481104, 18.65566490319383, 19.451934023224403, 20.535973303349245, 21.332242333195754, 22.416226680503147, 22.84087467840939, 23.924913833464625, 24.721182690366483, 25.80522177584129, 26.60149054844015, 27.68546598371966, 28.481809354593892]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 143, 143, 144]"
549,"['CH3_001_output/center/1479423564367093506.jpg', 'CH3_001_output/center/1479423564567309988.jpg', 'CH3_001_output/center/1479423564817244534.jpg']","[0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.00551744349837, 0.000560832937951, -0.00493870207245, -0.00466382294997, -0.00349065847695, 0.0023193824942, 0.00663897153819, 0.013419221529600001, 0.012217304669299999, 0.012217304669299999, 0.0104719754308, 0.00995554228616, 0.00735765101882, 0.00290755458633, 0.000122706261174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 3.7606530591664686, 7.822054839718296, 8.61832264908147, 9.702306096724897, 10.49864850934022, 11.58263189382184, 12.37889359347863, 12.999827802967397, 13.824898726461576, 14.621166243858424, 15.705204347754195, 16.50147177763928, 17.58545494844132, 18.381796981145516, 19.178064292855247, 20.027360288492737, 20.823702205283976, 21.907685228361743, 22.703952368175386, 23.78799019197272, 24.58425724098348, 25.380598954312305, 26.266589480153822, 26.86473008433556, 27.948712891396045, 28.745054428672365]","[142, 142, 142, 141, 141, 140, 140, 141, 141, 142, 142, 142, 142, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
550,"['CH3_001_output/center/1479423566567449387.jpg', 'CH3_001_output/center/1479423566817534274.jpg', 'CH3_001_output/center/1479423567018538364.jpg']","[-0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.0104719754308, -0.0104719754308, -0.012430626656, -0.0150319115277, -0.0193962043672, -0.0209439508617, -0.0209439508617, -0.021992490274099996, -0.0226892810315, -0.0226892810315, -0.0226892810315]","[0.0, 4.185200077625347, 7.423369063079941, 8.507406074086374, 9.303672017165404, 10.100012621616862, 11.183994681726768, 11.980260511800434, 12.829556507799438, 13.62589693775033, 14.42216264762509, 15.5061994232832, 16.30246504789891, 17.386446891596936, 17.89123065439659, 18.475117720902876, 19.559099480731888, 20.355439590606675, 21.439421285278108, 22.23568661796561, 23.032026611504907, 23.881322608760986, 24.677587823858683, 25.761624235994184, 26.557889364965856, 27.354154465268998, 28.438190791160263]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 139, 139, 139, 139, 139, 139, 139, 139]"
551,"['CH3_001_output/center/1479423568819144059.jpg', 'CH3_001_output/center/1479423569067893878.jpg', 'CH3_001_output/center/1479423569267904105.jpg']","[0.00263191609595, 0.00525337546935, 0.010486737254700002, 0.0139595821656, 0.0191986225545, 0.022677318919500002, 0.0226892810315, 0.0226892810315, 0.0209439508617, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0148902157396, 0.00879388159541, 0.0061791245405200005, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00445322387022, 0.00184731539827, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847]","[0.0, 4.136802396270355, 7.238034504395869, 8.322070166950617, 9.11833427591967, 10.20236987575482, 10.998633897498546, 11.794897889387405, 12.644193885405532, 13.440532480816046, 14.52451306189319, 15.320851569698945, 16.11711535844105, 17.20109585416878, 17.625743852738818, 18.709779151079246, 19.50604276756324, 20.302381041299995, 21.38636138766085, 22.182624885748673, 23.032566016862592, 23.80109773291842, 24.59735517686643, 25.681390241098303, 26.477653531900703, 27.561633667270222, 28.348062562546612]","[141, 141, 142, 142, 143, 143, 143, 143, 143, 143, 143, 143, 142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141]"
552,"['CH3_001_output/center/1479423571068417957.jpg', 'CH3_001_output/center/1479423571318375944.jpg', 'CH3_001_output/center/1479423571518360782.jpg']","[-0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.00523598771542, -0.00243181337024, 0.00174532923847, 0.00749466723716, 0.012217304669299999, 0.014475946707899999, 0.0157079640776, 0.0157079640776, 0.017074378199, 0.0174532923847, 0.0174532923847, 0.0157079640776, 0.0157079640776, 0.0157079640776, 0.0139626339078, 0.012217304669299999, 0.0104719754308, 0.008726646192370001, 0.008726646192370001]","[0.0, 4.184714274736104, 7.375954490024632, 8.459980083269931, 9.256242357550297, 10.307353048049386, 10.778957681076019, 11.520986511371973, 12.604965809723677, 13.40130256826761, 14.21884332560469, 15.272853375687736, 15.701724606351167, 16.749452784525733, 17.545714648295178, 18.364129917466354, 19.416996420889728, 20.213332858867982, 21.066063717722386, 21.79878094421769, 22.595042577778013, 23.67907635749735, 24.475337901023885, 25.293443240588388, 26.103198783279392, 26.899460212708696, 27.983438975288614]","[140, 140, 140, 140, 140, 140, 140, 141, 141, 142, 142, 142, 143, 143, 143, 143, 143, 143, 143, 143, 142, 142, 142, 142, 142]"
553,"['CH3_001_output/center/1479423573368584389.jpg', 'CH3_001_output/center/1479423573618605046.jpg', 'CH3_001_output/center/1479423573818710248.jpg']","[0.008142302560810001, 0.012217304669299999, 0.012217304669299999, 0.0177286837943, 0.024942769487700002, 0.026179939508400002, 0.026179939508400002, 0.026414230546400002, 0.0290310276425, 0.033161256462300004, 0.033161256462300004, 0.0349065847695, 0.0349065847695, 0.038397245109099996, 0.039464914541000005, 0.0418879017234, 0.0418879017234, 0.0418879017234, 0.0418879017234, 0.0418879017234, 0.0429149273781, 0.0437800168385, 0.045378562063, 0.045378562063, 0.045378562063]","[0.0, 3.8975382394742337, 7.135690762842624, 7.560338762093452, 8.394214533161989, 9.426652582753498, 9.851300580012811, 10.647560992044752, 11.443896061666274, 11.868544060592392, 12.664804382026132, 13.461064673698333, 13.885712671769806, 14.715655452214364, 15.753208084514673, 16.17785608322645, 16.974190890339113, 17.398838887206296, 18.195098947992637, 18.991358980611697, 19.416006977993998, 20.212341639885192, 20.636989637010505, 21.43324955213798, 22.229584123814494, 22.654232122716998, 23.45049194930127]","[142, 142, 142, 143, 143, 144, 144, 144, 144, 144, 144, 144, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145]"
554,"['CH3_001_output/center/1479423576269095840.jpg', 'CH3_001_output/center/1479423576619188223.jpg', 'CH3_001_output/center/1479423577019257761.jpg']","[0.00174532923847, 0.00174532923847, 0.0, -0.00823310801845, -0.014669901355700002, -0.017282789104500002, -0.0157079640776, -0.0124054900392, -0.0104719754308, -0.008726646192370001, -0.0118117764771, -0.0187979046606, -0.0305349037586, -0.046259220799900004, -0.0530053578526, -0.054105207324, -0.0523598790169, -0.0506145469844, -0.0523598790169, -0.043604662899599994, -0.0261938264415, -0.009350195420670001, -0.0191986225545, -0.0209439508617, -0.0160736929264]","[0.0, 3.540119294421991, 7.45184139864652, 7.876489396338267, 8.301137394676116, 8.974799942109238, 9.399447940436895, 10.073022167367482, 10.497670164138581, 10.922318162730235, 11.595980608834157, 12.020628607459424, 12.020628607459424, 12.816887354519487, 12.914792278688987, 13.241535352887992, 14.037794044438543, 14.037794044438543, 14.462442041072958, 15.136104315186774, 16.357010918139345, 16.781658915961543, 17.879969085117178, 18.676227598852527, 19.89713405552703, 20.321782053869793, 21.42009205035559]","[141, 141, 141, 140, 139, 139, 139, 140, 140, 140, 140, 139, 138, 136, 136, 136, 136, 136, 136, 137, 138, 140, 139, 139, 139]"
555,"['CH3_001_output/center/1479423601223422650.jpg', 'CH3_001_output/center/1479423661533981120.jpg', 'CH3_001_output/center/1479423663584336132.jpg']","[-0.0198468472221, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.024434609338599998, -0.026179939508400002, -0.026179939508400002, -0.0279252678156, -0.029670597985400005, -0.0314159281552, -0.04243708368290001, -0.0551352963962, -0.0690974640158, -0.07155849784610001, -0.07155849784610001, -0.067601642944, -0.0610865242779, -0.0610865242779, -0.0610865242779, -0.0610865242779, -0.0628318563104, -0.0628318563104, -0.0628318563104]","[0.0, 3.7193121844589885, 7.014053048137094, 7.4387010459142875, 7.4387010459142875, 7.4387010459142875, 7.4387010459142875, 7.863349045555888, 8.536922165990866, 8.536922165990866, 8.96157016303447, 8.96157016303447, 8.96157016303447, 9.75790272825848, 10.978808542001946, 11.403456540684509, 12.501677488494378, 13.59998665906949, 14.024634657267537, 15.122855501265999, 16.2211645690461, 16.645812566434124, 17.866718149759254, 18.662975674017574, 19.761284568868987, 20.18593256677806, 21.40683800292371]","[139, 139, 139, 139, 139, 139, 138, 138, 138, 138, 138, 138, 137, 135, 134, 134, 134, 134, 135, 135, 135, 135, 135, 135, 135]"
556,"['CH3_001_output/center/1479423667535167761.jpg', 'CH3_001_output/center/1479423667885169953.jpg', 'CH3_001_output/center/1479423668185260161.jpg']","[0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0209301414749, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.0191986225545, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.0278695056018, 0.0330146402351, 0.0400616893469, 0.042849042080399996, 0.038489561523199996, 0.0349065847695, 0.0349065847695]","[0.0, 3.6627886068485553, 7.202905310811782, 7.999161700370933, 8.423809698556955, 9.09746925180184, 9.522117249388163, 10.318373552124811, 10.743021550457776, 11.539352482672497, 11.964000480531276, 12.760256663782052, 13.184904661864115, 13.858475681652141, 14.283123680614459, 15.079454466458783, 15.504102464208277, 16.300358506925186, 16.72500650394144, 17.521337173690313, 18.004186671184634, 18.61837742903748, 19.41463332427554, 19.839281323073074, 20.512940290397715, 20.937588286859192, 21.73384409283289]","[143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 144, 144, 144, 144, 144, 145, 145, 145, 144, 144]"
557,"['CH3_001_output/center/1479423670635666297.jpg', 'CH3_001_output/center/1479423670935734640.jpg', 'CH3_001_output/center/1479423671185800810.jpg']","[0.0139626339078, 0.0144791565714, 0.018833754243, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.019119256873900002, 0.0157079640776, 0.0157079640776, 0.0161851181466, 0.0188007914161, 0.0209439508617, 0.025787452510900005, 0.0301033864561, 0.0344586574019, 0.0349065847695, 0.036189470123300004, 0.038397245109099996, 0.0414141148099, 0.045378562063, 0.048386506340300006]","[0.0, 3.8200325962090615, 7.5992982649808996, 8.023946263126565, 8.82020093450502, 9.24484893139432, 10.041178232489202, 10.837432816880394, 11.262080814068613, 12.058335337491163, 12.854664521732984, 13.279312519699726, 14.075566957144293, 14.500214954334288, 15.296544022654563, 15.721192020371076, 16.517446342213827, 17.31370063423686, 18.397729019672244, 19.19398322274035, 19.675535669059546, 20.405374145899128, 21.37442249597203, 22.17067655600613, 22.595324554212407, 23.391653242482658, 24.187907212294743]","[142, 142, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 144, 144, 144, 144, 145, 145, 145, 145, 146]"
558,"['CH3_001_output/center/1479423673336320745.jpg', 'CH3_001_output/center/1479423673588732770.jpg', 'CH3_001_output/center/1479423673786442384.jpg']","[0.0663225129247, 0.0680678412318, 0.0680678412318, 0.0680678412318, 0.0684292075767, 0.0664814073197, 0.06879389180539999, 0.0680678412318, 0.0680678412318, 0.0663225129247, 0.0663225129247, 0.06457718461749999, 0.06457718461749999, 0.0628318563104, 0.06380606043430001, 0.0628318563104, 0.0628318563104, 0.0628318563104, 0.0628318563104, 0.0628318563104, 0.061623645556899996, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.060178577390300005]","[0.0, 3.897529809475198, 7.135659668814803, 7.931912649796421, 8.356560647854804, 9.440588049480379, 10.236840916517401, 11.033168439399585, 11.457816436983583, 12.254069212508345, 13.338032897802282, 14.134360275501267, 14.930612935877424, 15.355260933798743, 16.151588224077713, 17.235560502965594, 18.031813020537786, 18.456461017284813, 19.25278816291651, 20.198368793505107, 21.10736283480063, 21.903615174319622, 22.328263173101988, 23.124515455288414, 24.208542364035374, 25.00479455766318, 25.80112141028375]","[148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 148, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
559,"['CH3_001_output/center/1479423675790408892.jpg', 'CH3_001_output/center/1479423676036852338.jpg', 'CH3_001_output/center/1479423676236770844.jpg']","[-0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0251659925864, -0.026179939508400002, -0.024434609338599998, -0.0260263556355, -0.0254901243144, -0.027761293688500003, -0.0338463377708, -0.0445823647501, -0.053009228170600005, -0.059135819788499994, -0.05934119597080001, -0.05934119597080001, -0.0569478736878, -0.054334464648099996, -0.0523598790169, -0.0508299705664, -0.0506145469844, -0.0506145469844, -0.0506145469844, -0.0506145469844, -0.0512078360741, -0.0523598790169]","[0.0, 3.9450474086631098, 7.150491137051169, 7.946817057701594, 8.371465054913534, 9.314251904034032, 10.225925291019166, 11.022176378672139, 11.818427436704072, 12.764171350308104, 13.374321070532291, 14.170572013588078, 14.966897613995082, 16.050868651584334, 16.847119476935713, 17.643444960864844, 18.338297191354435, 19.226574484352298, 20.022899851233287, 20.819150502195235, 21.90311262722846, 22.699437878081213, 23.124085874834947, 23.920336377793156, 25.00436198195224, 25.80061239981069, 26.59686278830073]","[139, 139, 139, 138, 138, 138, 138, 138, 138, 138, 136, 136, 135, 135, 135, 135, 135, 136, 136, 136, 136, 136, 136, 136, 136]"
560,"['CH3_001_output/center/1479423678137528012.jpg', 'CH3_001_output/center/1479423678387209779.jpg', 'CH3_001_output/center/1479423678587221319.jpg']","[-0.011781668779899999, -0.00523598771542, 0.00042574226071599995, 0.004325187342510001, 0.0139626339078, 0.023505476545700003, 0.024434609338599998, 0.0265004867656, 0.0292834592507, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.0240784745352, 0.0226892810315, 0.014883203557299999, 0.00507696243373, 0.0014177644386199999, -0.00174532923847, -0.00557125702347, -0.01577285928, -0.0191986225545, -0.0209439508617, -0.0209439508617, -0.022106093719799998, -0.024434609338599998]","[0.0, 4.029951746686508, 7.2392065926831, 8.035456048907527, 9.119480882190269, 9.915730249495837, 10.711979587852518, 11.561275584019013, 12.357599524919697, 13.153848746555665, 14.237873410004404, 15.034122546400479, 15.830371653515177, 16.914396228883568, 17.33904422707221, 18.34838907852987, 19.20074935388071, 19.996998254249995, 21.080967818253868, 21.877291321319312, 22.67354010891476, 23.52283610513668, 24.31915949051105, 25.11540815899946, 26.199377549084755, 26.99570081953493, 27.79194937082739]","[140, 140, 141, 141, 142, 143, 143, 144, 144, 144, 144, 144, 143, 143, 142, 141, 141, 141, 140, 139, 139, 139, 139, 139, 138]"
561,"['CH3_001_output/center/1479423680437654136.jpg', 'CH3_001_output/center/1479423680687595364.jpg', 'CH3_001_output/center/1479423680887862688.jpg']","[-0.06268059628190001, -0.0610865242779, -0.057233068089899995, -0.0458800861831, -0.0345887617695, -0.026949870363799998, -0.0209439508617, -0.0209439508617, -0.0207584044726, -0.013013787646, -0.00684264482177, -0.00349065847695, -0.00344131999648, 0.0009908731938330002, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, -3.06937749337e-05, -0.006114243405600001, -0.0122248871426, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.012241797231]","[0.0, 4.32215798094309, 7.56027190047036, 8.356594237298383, 9.440562881621407, 10.236810442129928, 11.257579516850274, 12.010931862678088, 12.451235021886324, 13.535249657314981, 14.331497013278044, 15.127744341731788, 16.211767613169688, 16.930725334638616, 17.36552575015205, 18.449548934775176, 19.245796060880163, 20.268574057110836, 21.110057871156997, 21.534705868157708, 22.618674038894262, 23.414920960934367, 24.21124254089105, 25.29521062665593, 26.09153212130932, 26.516180118809654, 27.600148120036224]","[135, 135, 135, 136, 137, 138, 139, 139, 139, 140, 140, 141, 141, 141, 141, 141, 141, 141, 141, 140, 140, 140, 140, 140, 140]"
562,"['CH3_001_output/center/1479423682737995721.jpg', 'CH3_001_output/center/1479423682988377725.jpg', 'CH3_001_output/center/1479423683188073114.jpg']","[0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00523598771542, 0.00523598771542, 0.005906744585430001, 0.0100516896665, 0.0139626339078, 0.0139626339078, 0.0157079640776, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0157079640776, 0.0139626339078, 0.00840839196309, 0.00174532923847, -0.00321505784221, -0.00405831846547, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.00523598771542, -0.008398776290289999]","[0.0, 3.89750321121133, 7.423333164275165, 7.84798116254756, 8.644301663700908, 9.440547451146568, 10.524514722335281, 11.320835108372371, 11.745483105834651, 12.541728746152877, 13.625750774512827, 14.421996326310623, 14.85054010986842, 15.879992828121697, 16.689594519505338, 17.485839926735117, 18.282159990946766, 19.05757366945222, 19.89554862009372, 20.691793881636084, 21.4881138004511, 22.337409796599005, 23.133654941481264, 23.929900057871293, 24.72621983073003, 25.57551582619346, 26.371760824152442]","[141, 141, 141, 141, 141, 142, 142, 142, 142, 143, 143, 143, 143, 143, 143, 142, 142, 141, 141, 141, 140, 140, 140, 140, 140]"
563,"['CH3_001_output/center/1479423685138387637.jpg', 'CH3_001_output/center/1479423685338205354.jpg', 'CH3_001_output/center/1479423685588502063.jpg']","[0.029670597985400005, 0.0314159281552, 0.031917853801099995, 0.0314159281552, 0.028947268048799997, 0.023349309683400002, 0.00865887460148, -0.00696832941213, -0.029296145039, -0.0404694800125, -0.0418879017234, -0.041416792489, -0.0401425734162, -0.0363536781464, -0.0313905731509, -0.0151369674915, -0.00815304054574, -0.0090006798191, -0.017393963328599996, -0.0209439508617, -0.0198147584083, -0.0209439508617, -0.0255464251878, -0.0246678419201, -0.026179939508400002]","[0.0, 3.743587201378337, 7.269406665571488, 8.065725446445617, 8.874721665254311, 9.94046605928096, 10.365114057538143, 11.161358007898654, 12.245323930702673, 13.04164248020606, 13.837886314171648, 14.262534311730128, 15.346554992471015, 16.14279870766859, 16.93904239836693, 17.790868011341047, 18.53251862721778, 19.328762198280913, 20.135471748372588, 21.204475939988132, 21.6291239378027, 22.42536736534677, 23.509387766672663, 24.30563110333078, 25.101874415120925, 25.951170412152656, 26.747488320245576]","[144, 144, 144, 144, 144, 143, 142, 140, 138, 137, 137, 137, 137, 137, 138, 139, 140, 140, 139, 139, 139, 139, 138, 138, 138]"
