,X,steering_angles,travelled_dist,y
2363,"['CH3_002_output/center/1480712585199074232.jpg', 'CH3_002_output/center/1480712585449118113.jpg', 'CH3_002_output/center/1480712585698982886.jpg']","[0.026854062458200004, 0.024434609338599998, 0.021615468552200003, 0.0155069919182, 0.00728988900145, 0.00349065847695, 0.00349065847695, 0.00538977801712, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.00684977612372, 0.00523598771542, 0.0071083997014, 0.00948372025031, 0.008726646192370001, 0.00970370487969, 0.015813682837200003, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.019412347256799998, 0.0236131397029]","[0.0, 3.932463459404008, 7.458729143927235, 8.542813666132709, 9.339293775377264, 9.763941774166344, 10.560347226171682, 11.356827423009682, 12.206123418161571, 13.002528989786764, 13.798934589617039, 14.478807661344216, 15.340040407287658, 16.136446123561985, 16.932926580397055, 17.35757457837903, 18.441659442298786, 19.238065304828027, 19.662713302636686, 20.459193936035128, 21.49219279365247, 22.32588536645255, 22.75053336440079, 23.54693942845009, 24.343345523041098, 25.192630388316957, 25.98911128232984]","[833, 833, 832, 832, 831, 830, 830, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 832, 832, 832, 832, 832, 833]"
2364,"['CH3_002_output/center/1480712587702557949.jpg', 'CH3_002_output/center/1480712587949452715.jpg', 'CH3_002_output/center/1480712588149673245.jpg']","[0.0246205179616, 0.0251456813625, 0.0193137217149, 0.0167081975347, 0.0157639325433, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0190351631688, 0.0191986225545, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0181250846452, 0.0174532923847, 0.0191986225545, 0.0191986225545, 0.018095726922, 0.015195635362899999, 0.0179538557022, 0.0171942669752, 0.021546146013799998, 0.024157996494]","[0.0, 4.035072828224348, 7.132242978032878, 7.928650091829365, 8.35329809076986, 9.149774041727301, 10.23385993017463, 10.658507927680782, 11.454915218671564, 12.251397250460212, 13.335483246996752, 13.760131245753405, 14.556613393178898, 15.353020859677576, 16.437106963162424, 16.86175496047163, 17.658237253777894, 18.454644863889396, 19.303940859083546, 20.100423268763066, 20.896830994276897, 21.693238747299507, 22.542534743817928, 23.339017299374245, 24.13542517260977, 24.919915207311355, 25.76933021572315]","[833, 833, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833]"
2365,"['CH3_002_output/center/1480712590149835638.jpg', 'CH3_002_output/center/1480712590399955810.jpg', 'CH3_002_output/center/1480712590649943531.jpg']","[-0.00130946610338, -0.0069813169539, -0.013055321337099999, -0.0196093692143, -0.025230080762400003, -0.031808485635599994, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.030813881709599998, -0.0266846441354, -0.024434609338599998, -0.021464551815900002, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0157079640776, -0.0145442456284, -0.0136727324447, -0.012217304669299999, -0.0104719754308, -0.0104719754308]","[0.0, 3.8980904461746126, 7.796181611649968, 8.220829608463864, 9.304916782536129, 10.101325787727173, 10.89780954009473, 11.322457537311033, 12.406544819419432, 13.202953970053589, 13.9994378653516, 14.5020424496904, 15.526203700438497, 16.322687711996295, 17.119091101755217, 17.543739099817778, 18.627826596936345, 19.42431075448933, 20.22072022728553, 20.645368225640663, 21.7295107170538, 22.52592030478014, 22.950568303181488, 23.746977948652816, 24.831120547860273, 25.627530281509898, 26.052178279313804]","[830, 829, 829, 828, 828, 827, 827, 827, 827, 827, 827, 828, 828, 828, 828, 828, 828, 828, 828, 829, 829, 829, 829, 829, 829]"
2366,"['CH3_002_output/center/1480712592600277510.jpg', 'CH3_002_output/center/1480712592850378337.jpg', 'CH3_002_output/center/1480712593050355435.jpg']","[-0.05661633258769999, -0.048534493660599996, -0.038995528072999996, -0.0241350332927, -0.013796338607299998, -0.008647311015249999, -0.0060366895470900005, -0.00349065847695, -0.00256322086431, 0.0020246835486400004, 0.00704365412368, 0.0158098087939, 0.0235916172879, 0.026208460129299997, 0.0279252678156, 0.029670597985400005, 0.029670597985400005, 0.0314159281552, 0.030531824161799996, 0.0314159281552, 0.037455639569, 0.0504872011598, 0.0618466501134, 0.0663225129247, 0.06549946701]","[0.0, 4.036222081094924, 7.051763825533404, 7.901059821071179, 8.697545232984368, 9.493955957945083, 9.918603956708319, 10.715089453717223, 11.799177996104987, 12.223825994763622, 13.020236894032415, 13.816722537180539, 14.24137053552153, 15.325459207873378, 16.121870251800686, 16.646273202110134, 17.20698194599877, 18.003393077964493, 19.087536767478785, 19.512184766488144, 20.308596016955292, 21.105007292878756, 21.52965529126803, 22.613799109258654, 23.410210502082776, 23.834858500670205, 24.6313387323089]","[824, 825, 826, 828, 829, 829, 830, 830, 830, 830, 831, 832, 833, 833, 833, 833, 833, 833, 833, 833, 834, 835, 836, 837, 837]"
2367,"['CH3_002_output/center/1480712595200640805.jpg', 'CH3_002_output/center/1480712595450703658.jpg', 'CH3_002_output/center/1480712595700752717.jpg']","[0.00523598771542, 0.0069813169539, 0.008726646192370001, 0.013450725972799999, 0.0171861418699, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0122560058227, -0.0027177486165600004, -0.0311938872737, -0.052837825114199995, -0.05934119597080001, -0.05792163189180001, -0.0558505356312, -0.0558505356312, -0.057595863938300004, -0.057595863938300004, -0.0558505356312, -0.0558505356312, -0.0523598790169, -0.0475081129201, -0.0431366381857, -0.0370458480891]","[0.0, 3.5009036374629563, 7.16415938365538, 7.960646569950758, 8.757053134919342, 9.181701133888117, 9.978113692358576, 10.77460099452448, 11.199248993612432, 12.283338885759516, 13.079751588185648, 13.504399586800256, 14.300887064168741, 15.09729985629539, 15.521947854072211, 16.318435421066987, 16.936561935363624, 17.67592255209834, 18.558135013941182, 18.982783012528046, 19.779270752051133, 20.575683806585815, 21.00033180485568, 21.79681963136024, 22.593232771744464, 23.017880769243533, 23.999058641988125]","[831, 831, 831, 831, 832, 832, 832, 832, 832, 831, 830, 827, 825, 824, 824, 825, 825, 824, 824, 825, 825, 825, 825, 826, 826]"
2368,"['CH3_002_output/center/1480712597901141311.jpg', 'CH3_002_output/center/1480712598201205167.jpg', 'CH3_002_output/center/1480712598451291296.jpg']","[0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0104719754308, 0.0104719754308, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001]","[0.0, 3.663260637125124, 7.326521711974965, 8.122935959714603, 8.779970313321332, 9.238309975254865, 10.034724311263107, 10.459372310210515, 11.25586141855919, 12.052275841286951, 12.476923840094704, 13.273338320540843, 13.697986319675158, 14.494475573351822, 15.290890141339736, 16.140175004800195, 16.93658965852176, 17.30719235740706, 18.043852557969362, 18.224890395789824, 19.021305137159864, 20.10545148091939, 20.530099478161226, 21.326514339333876, 22.122929229755936, 22.547577228269112, 23.344066888424276]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
2369,"['CH3_002_output/center/1480712600754977856.jpg', 'CH3_002_output/center/1480712601051889417.jpg', 'CH3_002_output/center/1480712601351903847.jpg']","[0.0592462279973, 0.0601119716185, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.06144287736330001, 0.0628318563104, 0.0610865242779, 0.0610865242779, 0.0610865242779, 0.05934119597080001, 0.055812789386, 0.0534401673616, 0.0508282861773, 0.046462608863699996, 0.045378562063, 0.045378562063, 0.0468745673466, 0.0506145469844, 0.0506145469844]","[0.0, 3.663254776350805, 7.326521121517287, 8.123011832067002, 8.919427855106546, 9.344075852639527, 10.140566650738988, 10.565214648927025, 11.361630789909032, 11.786278787641912, 12.582694988821148, 13.379185932927617, 13.803833931411532, 14.600250218272686, 15.02489821489062, 15.821389275775081, 16.246037272199207, 17.04245367360498, 17.838870104038833, 18.263518101062783, 19.060009306829116, 19.484657304918866, 20.281073853577823, 20.70572185269215, 21.502138461745574, 22.298629812672495, 22.72327780990878]","[836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 835, 835, 835, 835, 835, 835, 835, 835]"
2370,"['CH3_002_output/center/1480712603752486870.jpg', 'CH3_002_output/center/1480712604052458750.jpg', 'CH3_002_output/center/1480712604302376185.jpg']","[-0.044615661195599995, -0.0366519130766, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.0314159281552, -0.031776877339999995, -0.040114723471199994, -0.04363323003050001, -0.04363323003050001, -0.0418879017234, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.03636995189830001, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.033161256462300004, -0.0302847799489, -0.018241981007999997, 0.000383111812513, 0.014444716188]","[0.0, 4.035115291819355, 7.165476050907369, 7.593118261196119, 8.347353490781787, 9.143771261108148, 9.56841925999257, 10.364831154912446, 10.792557400596925, 11.679849804219403, 12.38773731904077, 12.832712139248686, 13.901012002988164, 14.697430039503647, 15.122078037733925, 15.918496128768842, 16.34314412565418, 17.139636991363293, 17.936055169092306, 18.36070316751129, 19.157196120712673, 19.581844119113224, 20.378262414397167, 21.174680739579504, 21.59932873877487, 22.395821837875907, 22.820469835356953]","[826, 826, 827, 827, 827, 827, 827, 826, 826, 826, 826, 826, 826, 826, 826, 826, 827, 827, 827, 827, 827, 827, 828, 830, 832]"
2371,"['CH3_002_output/center/1480712606602941227.jpg', 'CH3_002_output/center/1480712606852866196.jpg', 'CH3_002_output/center/1480712607152951979.jpg']","[0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.022672822796, 0.0288789462786, 0.0348329606088, 0.0366519130766, 0.0366519130766, 0.0349065847695, 0.0349065847695, 0.033161256462300004, 0.031484828557700004, 0.026304426282200002, 0.0176031824105, 0.00888659975004, 0.00523598771542, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00523598771542, 0.014424099659599999, 0.022416072636599997, 0.0226892810315]","[0.0, 3.6632763622334887, 7.698399339365155, 8.547695334445137, 9.344114884976998, 10.14060917791173, 10.56525717534072, 11.361676808999015, 12.158171189401669, 12.582819188321618, 13.379238910447013, 14.238871459301379, 14.978952536062325, 15.775447092327182, 16.200095089213608, 16.99651498431614, 17.793009626894, 18.21764649322719, 19.01406648008795, 19.89396128881806, 20.601993670705138, 21.398488487005658, 22.194908618066112, 22.619556615658073, 23.415976802698793, 24.21247173671408, 24.637119733621766]","[832, 832, 832, 832, 832, 832, 833, 834, 834, 834, 834, 834, 833, 833, 833, 832, 831, 831, 830, 830, 830, 831, 832, 832, 832]"
2372,"['CH3_002_output/center/1480712609303302761.jpg', 'CH3_002_output/center/1480712609603344108.jpg', 'CH3_002_output/center/1480712609853463472.jpg']","[0.00227720474644, 0.00349065847695, 0.00122361057442, -0.00137933662032, -0.00252746071295, -0.00212040958752, -0.00174532923847, 0.0, 0.0, 0.0, 0.00045863982399400004, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, -0.00033144248179400003, -0.012233917538399999, -0.026582374530099998, -0.0314159281552, -0.0283957636048, -0.024434609338599998, -0.0257031105685, -0.033010870961, -0.048674692370100005, -0.06530340882130001]","[0.0, 4.137897875635895, 7.630339120287588, 8.426760385377722, 9.27605638146897, 10.072552451023338, 10.868973832042407, 11.293621829304717, 12.090043270100711, 12.886539455342998, 13.735835452494271, 14.532257009779963, 15.32875331042867, 15.753401308166044, 16.549822952405904, 17.570853630915927, 18.077632673861682, 18.87412914910921, 19.67055093906675, 20.0951989377588, 20.891695502107336, 21.975792175478357, 22.400440172482107, 23.19686213679875, 23.993358846432695, 24.5885400320131, 25.259595399622214]","[830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 829, 827, 827, 827, 828, 828, 827, 825, 824]"
2373,"['CH3_002_output/center/1480712611903928416.jpg', 'CH3_002_output/center/1480712612153884673.jpg', 'CH3_002_output/center/1480712612353886717.jpg']","[0.00523598771542, 0.0062993363625, 0.008916125841260001, 0.0104719754308, 0.0104719754308, 0.0115031517029, 0.012461574129200001, 0.0157079640776, 0.0191986225545, 0.0191986225545, 0.0210768640553, 0.0246890755416, 0.032727831261299994, 0.0376358718164, 0.0401425734162, 0.0401425734162, 0.0418879017234, 0.0448161861076, 0.050767710436300004, 0.0568001962762, 0.057595863938300004, 0.057595863938300004, 0.0523080642279, 0.047949650795099996, 0.0418388782787]","[0.0, 3.9624009239689855, 7.028867599976239, 7.825365358852209, 8.621788428473819, 9.046436426402504, 10.130525297528907, 10.927023203660708, 11.723446419254993, 12.148094416744094, 13.232247008012296, 14.028670343444869, 14.64054238047431, 15.521284535398367, 16.31778270160609, 17.11420618104718, 17.538854178215022, 18.62300696295427, 19.419430556551283, 20.265097110091, 21.027976286262813, 21.824474717301445, 22.620898458703298, 23.045546455483187, 24.129699430467237, 24.92612328788698, 25.722547172506456]","[831, 831, 831, 831, 831, 831, 831, 832, 832, 832, 832, 833, 833, 834, 834, 834, 834, 835, 835, 836, 836, 836, 835, 835, 834]"
2374,"['CH3_002_output/center/1480712614354254842.jpg', 'CH3_002_output/center/1480712614604351244.jpg', 'CH3_002_output/center/1480712614804337728.jpg']","[-0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.0069813169539, -0.0063677173072, -0.00523598771542, -0.00463270196339, -0.00349065847695, -0.0028932443483600002]","[0.0, 3.9509666094164473, 7.0526376286591255, 7.849137221533415, 8.832560343332576, 9.399110552823016, 10.112737547756629, 11.090910732595992, 11.9701088810504, 12.766608707027682, 13.215424027381568, 14.280696048137612, 15.077195991100254, 15.873621245381576, 16.722906109463455, 17.51933145173769, 18.31583154066766, 19.399930802543132, 19.82457880037191, 20.621079005894266, 21.705178352891785, 22.50160392767759, 23.108903887921336, 24.05679691356693, 24.853222604346946, 25.864523608850295, 26.384304693124825]","[829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 830, 830, 830, 830, 830]"
2375,"['CH3_002_output/center/1480712616754571516.jpg', 'CH3_002_output/center/1480712617004631029.jpg', 'CH3_002_output/center/1480712617204759000.jpg']","[0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0209439508617, 0.022201899525799998, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.022324090815300002, 0.0209439508617, 0.0191986225545, 0.0179863758105, 0.010571940592200001, -0.00131183521619, -0.0164229638509, -0.0209439508617, -0.018378377072, -0.0174532923847, -0.0157079640776, -0.0139626339078, -0.0104719754308]","[0.0, 4.0495268933397774, 7.189785841052445, 8.273886086030027, 8.698534083506463, 9.782689285521514, 10.57911617145023, 11.375617803698743, 12.224913798249618, 13.021340800957654, 13.817767831123927, 14.90192320303833, 15.698350321624439, 16.532462428407353, 17.337162049978687, 18.13358928480901, 19.217689916745922, 19.642337914191174, 20.726493500889763, 21.52291497503636, 22.319417131370436, 23.1158445984696, 23.965140594088403, 24.761568149434662, 25.84572390789306, 26.64215155084662, 27.066799549031114]","[832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 831, 830, 828, 828, 828, 828, 829, 829, 829]"
2376,"['CH3_002_output/center/1480712619055124491.jpg', 'CH3_002_output/center/1480712619305212901.jpg', 'CH3_002_output/center/1480712619505206582.jpg']","[0.0314159281552, 0.0314159281552, 0.0314159281552, 0.0314159281552, 0.029670597985400005, 0.0269508694758, 0.0243358302242, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.0191986225545, 0.0174532923847, 0.0174117589475, 0.0157079640776, 0.0140009915866, 0.0148209007469, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308]","[0.0, 3.8155779181135663, 7.2579737008423155, 8.107269696801096, 8.903773046274647, 9.700201708940785, 10.784303386178898, 11.208951385294375, 12.005454880938082, 13.089556646820402, 13.88606023005406, 14.682489123726072, 15.531785119839759, 16.32821410001823, 17.124717829255093, 18.20881976628697, 18.633467764404283, 19.429971609788517, 20.514073629301166, 21.310502847094053, 21.735150845254168, 22.81930784353672, 23.6157371739775, 24.41224125222002, 24.860711483477402, 25.926254000212925, 26.7226834757382]","[833, 833, 833, 833, 833, 833, 833, 832, 832, 832, 832, 832, 832, 832, 832, 832, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
2377,"['CH3_002_output/center/1480712621405521051.jpg', 'CH3_002_output/center/1480712621655591321.jpg', 'CH3_002_output/center/1480712621855520989.jpg']","[0.0579093935793, 0.0663225129247, 0.0653449252556, 0.05934119597080001, 0.057595863938300004, 0.057595863938300004, 0.057595863938300004, 0.057595863938300004, 0.057595863938300004, 0.0558505356312, 0.0558505356312, 0.0558505356312, 0.054105207324, 0.052622065538300004, 0.0523598790169, 0.0506145469844, 0.0465448147016, 0.0375317108031, 0.021409521715199997, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0174532923847, 0.0174532923847, 0.0157079640776]","[0.0, 3.89445500123571, 7.22748146791853, 8.023911846929726, 8.44855984419376, 9.323931474351047, 10.306532330611272, 10.731180327929223, 11.527685602911259, 12.324116187467476, 13.408210555088523, 13.83285855370956, 14.629363971714923, 15.425794700262605, 16.27509069572616, 17.071596230638622, 17.86802707635922, 18.66445795452137, 19.513753950180327, 20.310259627975817, 21.106690619207093, 21.590925596490692, 22.28590401499716, 23.28442467368103, 24.080855809580545, 24.505503806508646, 25.302009720518384]","[836, 837, 837, 836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 835, 835, 835, 835, 834, 832, 832, 832, 832, 832, 832, 832]"
2378,"['CH3_002_output/center/1480712623855879454.jpg', 'CH3_002_output/center/1480712624156024241.jpg', 'CH3_002_output/center/1480712624356079549.jpg']","[-0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.0366519130766, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.0366519130766, -0.0366519130766, -0.0343945069708, -0.0163863283227, 0.00276244495936, 0.017716816772900004, 0.0163406238454, 0.00977366092478, 0.00415406297542, 0.00349065847695, 0.00349065847695, 0.00174532923847]","[0.0, 4.178495807497234, 7.280186867340355, 8.364345983748361, 8.788993981951734, 9.585426225410195, 10.381858498131148, 11.231154494609495, 12.027661572973983, 12.824093960653359, 13.620601096256202, 14.21563371940677, 15.172137483542526, 15.968570018477028, 16.39321801605572, 17.296994391349653, 18.248383987359045, 19.044891385598657, 19.46953938422201, 20.553635315395432, 21.35006811077295, 21.774716107712013, 22.571223681162017, 23.65532844008701, 24.451836101019744, 24.876484099632467, 25.67291709974324]","[826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 826, 827, 829, 830, 832, 832, 831, 831, 830, 830, 830]"
2379,"['CH3_002_output/center/1480712626356301486.jpg', 'CH3_002_output/center/1480712626606406909.jpg', 'CH3_002_output/center/1480712626806514156.jpg']","[0.016530712221500002, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.00962385606941, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.0104719754308, 0.0104719754308, 0.0112718241875, 0.012217304669299999, 0.0139626339078, 0.017580864777099997, 0.0290471722489, 0.043252066173900004, 0.054623377136599996, 0.0667474918777, 0.0705761335964]","[0.0, 3.958712974358881, 7.197379405541431, 8.106340070647787, 8.770178870776613, 9.566687638227531, 10.363121717227394, 11.212417712228385, 12.008926595717556, 12.80536078849258, 13.601795015226, 14.451091010576915, 15.247600040164253, 16.04403437822923, 16.893330375211693, 17.68983952007576, 18.48627397695316, 19.46364010465097, 20.02958511209942, 20.826094403396258, 21.622529006240118, 22.706689941265655, 23.13133794027725, 23.927772658583105, 24.88327536804351, 25.783191900906353, 26.2078398991815]","[832, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 833, 834, 836, 837, 837]"
2380,"['CH3_002_output/center/1480712628806816848.jpg', 'CH3_002_output/center/1480712629062749306.jpg', 'CH3_002_output/center/1480712629256849626.jpg']","[-0.0069813169539, -0.0069813169539, -0.0036100099819099995, -0.0011749071635799998, 0.0, 0.000522526704724, 0.00313247748518, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00656621318681, 0.0069813169539, 0.0069813169539, 0.00742277419617, 0.008726646192370001, 0.008726646192370001, 0.0100262038158, 0.008726646192370001, 0.008726646192370001]","[0.0, 3.926048629915299, 7.038018357794282, 7.910349897995313, 8.706860472886513, 9.503296356028425, 10.352581220268316, 11.149017191415487, 11.94552791012706, 12.741963936875651, 13.591259932880778, 14.387770767859548, 15.18420691193344, 16.00581461725331, 16.6299404012264, 17.42645138407458, 18.222887673047826, 19.07218367003759, 19.868694766226096, 20.66513117373209, 21.461567611431203, 22.31086360740343, 23.107374849775525, 23.903811400692103, 24.328459399584975, 25.412621791061763, 26.209058458683778]","[829, 829, 830, 830, 830, 830, 830, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
2381,"['CH3_002_output/center/1480712631257042117.jpg', 'CH3_002_output/center/1480712631507016245.jpg', 'CH3_002_output/center/1480712631706985715.jpg']","[0.0139626339078, 0.0139626339078, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308]","[0.0, 3.9852853447896135, 7.086971423400831, 7.511619420968213, 8.308057050868863, 9.314339868226602, 9.840955928700918, 10.637393677473609, 11.433906170664946, 12.230343975802747, 13.079639973036413, 13.876077863283252, 14.672590503499931, 15.097238503490587, 15.893676482618925, 16.977839900261735, 17.402476766374505, 18.198914864966277, 18.99535298877494, 19.42000098684075, 20.504164532312217, 21.300602772323195, 22.097115762852493, 22.5217637608555, 23.31820209064742, 24.40231087189703, 24.826958869846848]","[832, 832, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
2382,"['CH3_002_output/center/1480712633807420804.jpg', 'CH3_002_output/center/1480712634107552200.jpg', 'CH3_002_output/center/1480712634307503533.jpg']","[0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.0191986225545, 0.019916823489400003, 0.0230415821149, 0.0293492564152, 0.033161256462300004, 0.0341995097832, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.033161256462300004, 0.0325208891824, 0.0281708697113, 0.014385026654299998, -0.00550975957253]","[0.0, 4.538598996387238, 7.374766265056026, 8.197935728511093, 9.008680201289666, 9.805119695854602, 10.22976769376389, 11.026207246627802, 11.82272154644442, 12.906831246612512, 13.331479244308419, 14.127993661748787, 14.924433388810145, 15.349081387197264, 16.433191216487163, 17.229705779132725, 17.654353777905424, 18.45079367727471, 19.24730832968796, 20.095591323641397, 20.892571915747943, 21.689011962723793, 22.485526758626197, 22.910174756507395, 23.706614891301463, 24.79077117193833, 25.215419170615927]","[832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833, 833, 834, 833, 833, 833, 834, 834, 834, 833, 833, 833, 832, 830]"
2383,"['CH3_002_output/center/1480712636357800189.jpg', 'CH3_002_output/center/1480712636607945052.jpg', 'CH3_002_output/center/1480712636858021315.jpg']","[-0.00304318434841, 0.0039072966834, 0.017008050565299998, 0.031823951233200004, 0.0366519130766, 0.0353706732829, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0349065847695, 0.0345147759205, 0.0319316370219, 0.031000138385200004, 0.028438841564400002, 0.024093131571400004, 0.0226892810315, 0.0188701081934, 0.0145112183215, 0.0119006045806, 0.0104719754308, 0.008726646192370001, 0.0069813169539, 0.00523598771542, 0.00523598771542, 0.00552699073784]","[0.0, 4.0352090607901765, 7.561552910366568, 8.357994093414504, 8.782642091110159, 9.866799160935916, 10.663240460639525, 11.459756508565352, 11.88440450583025, 12.968515511646137, 13.764956956313652, 14.189604956265716, 14.986121178291853, 15.78256271134409, 16.631858706217052, 17.42837504637509, 18.22481669256529, 19.021258368810553, 19.55032344366307, 20.554792046608412, 21.351233843417027, 21.775881841495558, 22.572398412861354, 23.656509781812048, 24.081157780838854, 24.877599749903712, 25.674116467124335]","[830, 831, 832, 833, 834, 834, 834, 834, 834, 834, 834, 833, 833, 833, 833, 832, 832, 832, 831, 831, 831, 831, 831, 831, 831]"
2384,"['CH3_002_output/center/1480712638908284479.jpg', 'CH3_002_output/center/1480712639158321320.jpg', 'CH3_002_output/center/1480712639408466507.jpg']","[0.00949013852294, 0.0069813169539, 0.006018590385500001, 0.00523598771542, 0.00523598771542, 0.00349065847695, 0.00349065847695, 0.00349065847695, 0.00174532923847, 0.00174532923847, 0.0008412393322210001, 0.0, 0.0, 0.0, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847, -0.00174532923847]","[0.0, 3.526422964688403, 7.402472500829838, 7.8271204984301805, 8.623638235536026, 9.42008128410986, 9.844729283620786, 10.720271876122004, 11.70268432683811, 12.127332325928167, 12.92377554698711, 13.72029351524915, 14.144941513359392, 14.941384823981892, 16.02549726240418, 16.450134128377584, 17.246652272318627, 18.043095726505182, 18.467743724433245, 19.264261956798045, 20.34837454484653, 20.77302254283333, 21.56946617020783, 22.36598454831916, 22.790632544628604, 23.587076261259007, 24.383594726694238]","[831, 831, 831, 831, 831, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830, 830]"
